link,title,user_link,user_name,rating,content,visit_date,purpose,review_date
/ShowUserReviews-g298573-d23795692-r821861813-Hong_Giam_Temple-Manila_Metro_Manila_Luzon.html,Paco Hong Giam Temple,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,4.0,"A nice predominantly red temple near the old Paco cemetery. Has two temple levels and another one on the side which is exclusive for long time patrons of the temple. There is one shrine in between the temple and an old ""government"" building. Peaceful area where a small pond of koi fishes swim around.",Nov 2021,,",13 December 2021"
/ShowUserReviews-g298573-d23831988-r824671368-First_United_Building-Manila_Metro_Manila_Luzon.html,The First United Building,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,4.0,A pre World War 2 building which houses offices of notable personalities. It also has small museum which showcase the yester years of the building and it's owner. For a minimal price you get to learn something. Community shops are a treat at the ground floor. #RP,Nov 2021,,",11 January 2022"
/ShowUserReviews-g298573-d1597731-r908719334-Club_Intramuros_Golf_Course-Manila_Metro_Manila_Luzon.html,Great experience will back again,/Profile/jennifersB2874WT,Jennifer S,5.0,"I enjoy playing, site is great love it. Will tell to all my friends that really good. People are very friendly. Nice atmosphere",Jun 2023,Friends,",8 August 2023"
/ShowUserReviews-g298573-d1597731-r908195243-Club_Intramuros_Golf_Course-Manila_Metro_Manila_Luzon.html,A perfect place to unwind at the heart of Manila,/Profile/YuppieLionheart,YuppieLionheart,5.0,A perfect place to unwind at the heart of Manila. There's a driving range wherein you can get a coach to help you improve. I must commend our coach who is very patient in teaching us. You can also grab some lunch or snack while waiting for your turn.,Jul 2023,,",6 August 2023"
/ShowUserReviews-g298573-d1597731-r904909452-Club_Intramuros_Golf_Course-Manila_Metro_Manila_Luzon.html,It's good for relaxing and playing,/Profile/roseliep268,Roselie P,5.0,I never been in that place but I want to see and experience it in person coz lots of my friends that place is so very relaxing the wind is fresh and also I like to play golf .,Jul 2023,Solo,",23 July 2023"
/ShowUserReviews-g298573-d1597731-r748262449-Club_Intramuros_Golf_Course-Manila_Metro_Manila_Luzon.html,Looks like quite an experience 😊,/Profile/bernadines2018,Bernadine S,4.0,Didn’t actually play as we weren’t in Manila long enough (and it was quite hot..) but looks an interesting course and would be a great experience to play. Perhaps next time. Floodlight at weekends.,Feb 2020,Couples,",29 February 2020"
/ShowUserReviews-g298573-d1597731-r734676921-Club_Intramuros_Golf_Course-Manila_Metro_Manila_Luzon.html,Rarely Busy in the Week and Good for a Quick Round,/Profile/marhills3388,Martin H,3.0,This is only a par 66 course and you rarely need to hit a wood; there is only one par 5. The greens and fairways are generally well maintained for a public course but they could do with cleaning some of the rubbish out of the many ponds/lakes they have around the course.,Dec 2019,,",26 December 2019"
/ShowUserReviews-g298573-d1597731-r691631649-Club_Intramuros_Golf_Course-Manila_Metro_Manila_Luzon.html,"Tricky course, interesting views",/Profile/spiv005,spiv005,4.0,"A short course, par 66, but not easy as 11 holes have water hazards and the greens are very tricky. The course winds around the old city walls of Manila, which includes a garrison positioned on the fourth hole which means a lay up, then hit over water to the green. Caddies are good fun and I always enjoy playing here. One complaint though, the bunkers need some decent sand. ",Jul 2019,Solo,",22 July 2019"
/ShowUserReviews-g298573-d1597731-r689774291-Club_Intramuros_Golf_Course-Manila_Metro_Manila_Luzon.html,"Not the Greatest Condition, but a Great Experience",/Profile/jmitchlaw,Jeffrey M,4.0,"I have played Intramuros many times in the past.  Short course, pretty easy, and fun to play.  The condition is fair.  Fairways have crab grass and the greens are a bit spotty, but that doesn't take away from the experience.  The course winds around the old city wall, and twice you have to leave the course to cross a street, which reminds you that this is literally a golf course in a major city.  Think if Central Park in New York had a short 18 hole golf course how cool it would be to play there, even if it was not in pristine shape.  ",Jul 2019,Family,",15 July 2019"
/ShowUserReviews-g298573-d1597731-r677479964-Club_Intramuros_Golf_Course-Manila_Metro_Manila_Luzon.html,Golf course inside Manila city,/Profile/hiro866,hiro866,4.0,You will have a fun to enjoy there. Do not mind the condition of the lawn and green.This course is not executive class  golf club. Rental golf tool were terrible. Almost 30 years old driver and putter. ,Mar 2019,,",29 May 2019"
/ShowUserReviews-g298573-d1597731-r634142361-Club_Intramuros_Golf_Course-Manila_Metro_Manila_Luzon.html,Great Course,/Profile/FellowTraveler739517,FellowTraveler739517,5.0,"This is a must whether your a novice or pro. The staff are very friendly and the course is maintained. The club you borrow are no in the best shape but for less that 50$ you can have a caddy, clubs, tees, balls and an umbrella girl!! Wow amazing price and time for all to enjoy. There are four times you have to cross the street but the crossing or security guard will hold traffic for everyone. It’s a must! maintained. The club you borrow are no in the best shape but for less that 50$ you can have a caddy, clubs, tees, balls and an umbrella girl!! Wow amazing price and time for all to enjoy. There are four times you have to cross the street but the crossing or security guard will hold traffic for everyone. It’s a must!",Nov 2018,Friends,",18 November 2018"
/ShowUserReviews-g298573-d1597731-r612451166-Club_Intramuros_Golf_Course-Manila_Metro_Manila_Luzon.html,"A little history, a little golf...",/Profile/JTPalaedin,JT Palaedin,4.0,"A very mature but quick playing course in the heart of old Manila.  Plan on playing it long and straight, or you will find yourself up against the wall of the fort or in the water.",Aug 2018,Couples,",31 August 2018"
,,,,,,,,
/ShowUserReviews-g298573-d19956576-r911631826-Half_Day_Tagaytay_Sightseeing_tour_from_Manila_update_2023-Manila_Metro_Manila_.html,An amazing experience for first time! Thank you Sean and Pedro.,/Profile/Funtravel_20133,Oba,5.0,just got arrived in the philippines we got a hald day tour.,Aug 2023,Family,",20 August 2023"
/ShowUserReviews-g298573-d17687557-r911466908-Amazing_Manila_Tagaytay_Full_Day_Sightseeing_Tour_with_transfers_updated_2023-M.html,One of the Most Amazing Experience We Ever Had for a Local Tour,/Profile/khengleongjasont,Jason T,5.0,"Sean, Eddy and Loonie really did a wonderful job to let us enjoy this tour so much! It's totally under-rated even with 5 stars!",Aug 2023,Couples,",19 August 2023"
/ShowUserReviews-g298573-d17430210-r911338876-Amazing_Pagsanjan_Falls_with_Authentic_filipino_lunch_Plus_Transfers_frm_manila.html,Very Satisfied and Very Nice view in Pagsanjan,/Profile/clarksonkingsburyu,ClarksonKingsbu... U,5.0,The overall experience was amazing. I definitely recommend this. So beautiful nature in Pagsanjan Falls and very happy and satisfied with the professional tour group and we were impressed with the whole service.,Jul 2023,Friends,",18 August 2023"
/ShowUserReviews-g298573-d17430210-r911337767-Amazing_Pagsanjan_Falls_with_Authentic_filipino_lunch_Plus_Transfers_frm_manila.html,Happy and Very Satisfied,/Profile/lynnwA8468YE,LynnWilliams A,5.0,An amazing experience with stunning nature and a beautiful river in Pagsanjan falls. Worth every penny. And very satisfied with the service and the professional tour guides.,Jul 2023,Family,",18 August 2023"
/ShowUserReviews-g298573-d17687557-r911144273-Amazing_Manila_Tagaytay_Full_Day_Sightseeing_Tour_with_transfers_updated_2023-M.html,Good tour,/Profile/marcelah372,Marcela H,4.0,"The tour was puntual, professional and very enjoyable, the guide, Sean, was kind, helpful and took fantastic care of me and my mother.",Aug 2023,Family,",18 August 2023"
/ShowUserReviews-g298573-d17430210-r911016753-Amazing_Pagsanjan_Falls_with_Authentic_filipino_lunch_Plus_Transfers_frm_manila.html,Best tour we did in Manila!,/Profile/Nomad598369,Prodigal Mama,5.0,"My teenaged son and I enjoyed a fabulous day with guide Eddy and driver John visiting Pansanjan Falls. Eddy is very bubbly and enthusiastic, he made the this tour so much fun! Yolo Tours picked us up from our hotel in Manila. During the drive out to the falls (almost two hours), Eddy told us all about the sites along the way. He even had us stop several times to taste delicious street food, such as bibingka and coconut water. He added so much to this tour that I had not expected just from the description.",Jul 2023,Family,",17 August 2023"
/ShowUserReviews-g298573-d19901778-r911000117-Active_Taal_Volcano_Experience_2023_With_transfers_from_Manila-Manila_Metro_Man.html,Wonderful history and guides,/Profile/P7205VTalicem,Alice M,5.0,It was a wonderful experience. The boat ride was very fun and the surroundings were amazing for photographs.,,,
/ShowUserReviews-g298573-d18912110-r910975067-Villa_Escudero_Coconut_Plantation_Day_Trip_with_Buffet_Lunch_updated_2023-Manil.html,Memorable Tour !!,/Profile/894nicoleee,Nicole,5.0,The experience was unexplainable Villa Escudero was amazing and it feels like this is once in a lifetime experience here in the Philippines.,Aug 2023,Business,",17 August 2023"
/ShowUserReviews-g298573-d17430210-r910907768-Amazing_Pagsanjan_Falls_with_Authentic_filipino_lunch_Plus_Transfers_frm_manila.html,Wonderful view,/Profile/mikayanng2023,Mika,5.0,The view was fantastic and the falls was amazing!!,Aug 2023,Couples,",17 August 2023"
/ShowUserReviews-g298573-d18912110-r910897492-Villa_Escudero_Coconut_Plantation_Day_Trip_with_Buffet_Lunch_updated_2023-Manil.html,A TRULY WORTH IT TOUR !!!!,/Profile/Sarah17992921211,Sarah17992921211,5.0,It was fantastic and amazing !!!,Aug 2023,Business,",16 August 2023"
,,,,,,,,
/ShowUserReviews-g298573-d23831976-r824670925-Liwasang_Bonifacio_bonifacio_s_Park-Manila_Metro_Manila_Luzon.html,Andres Bonifacio Parl,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,3.0,"Learned that this used to be a Chinese enclave outside the walls of Intramuros. Now a park often filled with people enjoying the sights and sounds (besides the pollution) of the city. The fountain treats you with a little show, just be careful of your surroundings especially at night. #RP",Nov 2021,,",11 January 2022"
/ShowUserReviews-g298573-d23822925-r823660420-Soc_Yan_Temple-Manila_Metro_Manila_Luzon.html,The Pink Soc Yan Temple,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,4.0,"By far the only pink temple that I have visited. While the gates are closed (for security or for the CV19 pandemic) a gentle knock will open any door. They were kindly enough to let me in and say a few prayers, refreshment of water before I went on my way. A few blocks away from the Tutuban railroad station, no reason you wouldn't go even just once. People here are very kind and accommodating that they grant you viewing of three halls to pray. #RP",Dec 2021,,",1 January 2022"
/ShowUserReviews-g298573-d23827187-r824093881-Taoist_Shrine_veronica_St-Manila_Metro_Manila_Luzon.html,The Taoist Shrine at Veronica St Binondo,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,3.0,A dated shrine no one knows the history of it. You can light up on a joss stick here. The shrine is lit at night. Only the shrine is covered so bring an umbrella when it rains when you visit. The Hong Bon bridge is quite close from here. #RP,Dec 2021,,",5 January 2022"
/ShowUserReviews-g298573-d4322358-r873371387-M_Bay_Health_Spa-Manila_Metro_Manila_Luzon.html,Good Place for Couple Time in Affordable amount,/Profile/Freedom22904962612,william,5.0,Massage are very good and their facilities. Me and my wife avail the Royal Room with its own steam bath so we have our couple time.,Dec 2022,Couples,",30 December 2022"
